Tweets,target(fake=0)
"b""Mr @CyrilRamaphosa and Dr @DrZweliMkhize please tell me why are we not on Level 5\xf0\x9f\x98\xad. I just lost my best friend thru Corona. When will you'll realize that your adjustment strategies are killing poor people who don't have med aid to get medication to treat COVID19 but left to die""",1
b'How are experiential agencies doing during this time of Corona and social distancing?',1
b'@kevin94541800 @AlexKni60656371 @Lazarbeam They warned us when it was everywhere else.. and couldn\xe2\x80\x99t hide it anymore and it was too late. Hints why everyone thinks their corona count is way higher.',1
b'The Facts of Corona Virus fly in the face of conservatism and Libertarianism because it requires a far reaching centralized response to stop the virus from killing people. This is a problem that Capitol markets cannot fix which upends Rand Paul\xe2\x80\x99s dogmatic devotion to them. https://t.co/ShhSIQSUaO',0
"b'@DONJAZZY @DONJAZZY wetin dey for your boy here...oooo,\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2 Dis Corona don render me jobless ooo I dey house since March till now no work no money, how person wan take chop sef....\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad Abeg find me small tin....biko\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'",1
b'The worst of the #COVID19 #trauma is still ahead of us. Prioritize your #mentalhealth. Seek help if you are struggling. #mentalhealth #Kinderinthekeys #Anxiety #PTSD #Depression #Trauma #Treatment #Recovery #ResidentalTreatment #women #FloridaKeys   https://t.co/oDqYLfvpJs',1
"b'Corona vs Sex No one want to talk about sexual intercourse or intimacy during this pandemic, why? Can you see what you must confront? # https://t.co/oLfeBFmXbw'",1
b'The one billion fund set up by Indian Prime Minister Narendra Modi in the wake of the ongoing Corona epidemic in the country is currently in dispute and questions are being raised about its transparency.',1
b'Words are really powerful. I just said yesterday to mom \xe2\x80\x9cI\xe2\x80\x99ll never have 4th of July off as long as I work where I do\xe2\x80\x9d and look what happened \xf0\x9f\x98\xad now I\xe2\x80\x99m off but because of possible corona exposure.',1
"b'@prof_himanshu @imBhupendrasinh sir, final mds students r not asking for mass promotion or merit based promotion or anything. we  and our family are scared of corona as one of our family members got positive.'",1
b'@nypost July was too quiet and now we are having 2nd wave of pigs corona',1
b'I would like corona to be over',1
b'@aubrey_huff True story: Corona is one of 2020\xe2\x80\x99s top baby names...lol...can you imagine? I\xe2\x80\x99d hate my parents\xf0\x9f\x98\x82\xf0\x9f\xa4\xaf',0
b'Corona really did a take on me. I pack my suitcase for a month thinking everything was gone be ok. I\xe2\x80\x99ve now been home for FOUR months \xf0\x9f\x98\x90.',1
"b'Rand Paul @RandPaul during Fall 2001 ""Why do New York always have news about more bodies found and cleanup at the WTC?! Why can\'t they have more fun news?!"" #COVIDIOTS #Corona #CoronaVirus #DrFauci'",1
b'Hahahaha just signed a document to accept a 25% pay increase LETS GOOOO \xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9',1
"b""I don't believe there will be 2020 NFL season.  If they attempt, in spite of corona; the season will be cut short.#NFL""",1
b'Breaking news Gobar ne Sambit patra ko Corona se vimukth kiya..He is now turned to Gobar Man.. #ShameOnPatra',0
b'corona pissed her pants https://t.co/Rw3xqnqcHz',0
b'@la_malaaa This is how corona started',0
"b""@iKunikaagarwal But we Can't Install or Add Chinese Bcz They First Spread Corona To The World Then again Now attack on Our Army Mans and Why we Silent on this this took time for Replacement But don't worry We will get this soon now again new Virus come""",1
"b'@renebarchmann Yes, proposal in Bavaria is people with symptoms get a test within 24 hours, result next day at the latest. People without symptoms may have to wait longer: 48 hours for a test, result within a week at the latest (but I assume faster, just no guarantee).  https://t.co/tujwKa91Zs'",1
"b""@SitaramYechury Modi sir simply he is giving a statement.... But he didn't looking how to control corona virus""",0
"b'@Jake9269 @Thegoonerwin_ Lol, it\'s actually ""North Corona"" don\'t disrespect Norco the drug.'",0
b'@IvankaTrump @WSJ OH Ivanka.. what are you doing to help Americans survive the Corona Virus..!! why pretend Americans are NOT DYING! Have a HEART!',1
"b""Nobody: Some twitters: Person who's name ends with A will invent corona's vaccine.""",0
"b'Free Ration Till Nov 2020 1 Nation, 1 Ration Card Thanked to Farmers &amp; Taxpayers  Law is same 4 all      Beware of Corona #ProPoorPolicy #Modi'",1
b'Dont understand our government at d time of Corona https://t.co/HPFVtSZ3Ta address to nation like a https://t.co/H7HR1K9sKq channels work as a government mouthpiece.#SupremeCourtofIndia is not taking suo moto on spread of Corona infection.We r proud Indian but confused &amp; in fear',1
b'@httpkeishin_ GRR FUCK CORONA',0
b'Me at the first dollar dog/$2 beer night after corona https://t.co/54X0Eq3pSq',0
"b'@manishkapadiya @rohanrgupta @sambitswaraj @RubikaLiyaquat @alok_ajay @urvashi01 God will fulfill hos wish, he will shortly meet his ambition of corona'",0
"b'3 positive corona cases in last 4 days in WR DRM Danteshwar Office. First employee had fever from last 2 days since detected,  1. Are the persons checking the temperature responsibly? 2. If they are checking with concentration thn y not they asked that employee to remain at home.'",1
b'MISSING IN ACTION A president who has not attended a corona virus briefing since April is an utter failure. @realDonaldTrump',1
"b'telling someone to be safe is regular around philly and nyc , corona didnt start that for most people'",0
"b'Can\xe2\x80\x99t wait to say ""remember corona""'",0
b'@HillaryClinton If qween Hillary was President she would cancel corona',0
"b""It's not a rocket science to find out the source of Corona virus. Even a child knows that it originated from a lab in Wuhan. https://t.co/H677OAIK8f""",0
b'@DailyJulianne Hey hope you\xe2\x80\x99re doing well. Long story short lost my job bcuz corona pandemic &amp; I\xe2\x80\x99m a single father of a 4yr old baby boy. Times have been rough so any thing truly helps. God Bless you and stay Safe. Feel free to DM me any ?s about my situation   Venmo: jp396',1
b'@janvg1219 Corona time',0
"b'fed*x had a corona virus outbreak in georgia and guess what, HR told all the managers NOT to tell the employees https://t.co/Uu2BWEnV7d'",1
b'@501Awani corona has left the chat',0
"b'@blackman_sed Unemployment among black young unemployed people. How we plan to survive corona ""financially"" with big institutions shutting down and retrenching people. Yet we are here discussing the most irrelevant things. How has weaves affected your life sir'",1
"b'@realDonaldTrump   Poor Donnie. You had to cancel your pep rally in Alabama.  It seems that your pep rallies tend to infect people with the Corona virus. When will you learn, Stupid?'",1
b'Prime Minister vaunts capital spending plan and says union has \xe2\x80\x98more than showed its worth\xe2\x80\x99 in the coronavirus crisis https://t.co/evErAczNtI #coronavirus #covid19',1
b'@realDonaldTrump Corona Virus cases are spiking in Red States',1
b'@blahtank @BarbraStreisand Yum....cake. Sorry on a diet. Got to get rid of the Corona 25 \xf0\x9f\x98\xaf https://t.co/Ixo7CDzMT3',1
"b'#NewsEpicentre \xe2\x80\x93 The spotlight is on corona and all the bad news that is coming from Ladakh, @Pawankhera (Spokesperson, Congress), tells @maryashakil on News Epicentre. https://t.co/DHpvhcxvOk'",0
"b'@HakeemAndrsn A ke re by that time your wife is home executive, so it will go without saying, home schooling the babies.  Those herbs will be worked into medicine make sure corona has very small chance. https://t.co/vjTtpXVW0p'",0
b'Check out for new Corona virus vaccine  https://t.co/tgX3NTaMRM https://t.co/rQaffd9L6i',0
b'@mangalpandeybjp Aaj mere ek dost ko corona confirm hua. AIIMS-PATNA accepted to admit but so sorry is state of affairs no ambulance readybto shift him. Finally ambulance sent from Muzaffarpur for shifting him.',1
b'Probs not going to be going back to Aberdeen until January now \xf0\x9f\x98\xad once again thanks a lot corona',0
b'The corona virus chilling in th back of y\xe2\x80\x99all nostrils after that lil steam \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/HAI82LPx2N',0
b'New : Delhi reports 2199 New Cases of Corona Virus. 2113 Discharged and 62 deaths reported.   Total 17179 Tests Done in last 24 hours . 9585 RT-PCR tests and 7594 Rapid Antigen tests done.   #COVID19 #Covid_19 https://t.co/0NAS6svp9X',1
"b'People will believe the system is set up to inflate corona virus cases but deny any presence of systemic racism. (Just a statement, don\xe2\x80\x99t @ me)'",1
b'@PinkCancerian Without it people will give you corona \xf0\x9f\x98\x89',0
